"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
250,"321",Medical Technologists and Technicians (Except Dental Health),Technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires),,D21,3,249,2006,,,
251,"3211",Medical laboratory technologists,Technologues de laboratoires médicaux,,D211,4,250,2006,,,
252,"3212",Medical laboratory technicians and pathologists' assistants,Techniciens/techniciennes de laboratoire médical et assistants/assistantes en pathologie,,D212,4,250,2006,,,
253,"3213",Animal health technologists and veterinary technicians,Technologues en santé animale et techniciens/techniciennes vétérinaires,,D213,4,250,2006,,,
254,"3214","Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires",,D214,4,250,2006,,,
255,"3215",Medical radiation technologists,Technologues en radiation médicale,,D215,4,250,2006,,,
256,"3216",Medical sonographers,Technologues en échographie,,D216,4,250,2006,,,
257,"3217","Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.","Technologues en cardiologie et technologues en électrophysiologie diagnostique, n.c.a.",,D217,4,250,2006,,,
258,"3218","Electroencephalographic and Other Diagnostic Technologists, n.e.c.","Technologues en électroencéphalographie et autres technologues du diagnostic, n.c.a.",,D218,4,250,2006,,,
259,"3219",Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires),,D219,4,250,2006,,,
260,"322",Technical Occupations in Dental Health Care,Personnel technique en soins dentaires,,D22,3,249,2006,,,
261,"3221",Denturists,Denturologistes,,D221,4,260,2006,,,
262,"3222",Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires,,D222,4,260,2006,,,
263,"3223","Dental technologists, technicians and laboratory assistants",Technologues et techniciens/techniciennes dentaires et auxiliaires dans les laboratoires dentaires,,D223,4,260,2006,,,
264,"323",Other Technical Occupations in Health Care (Except Dental),Personnel technique en soins de santé (sauf soins dentaires),,D23,3,249,2006,,,
265,"3231",Opticians,Opticiens/opticiennes d'ordonnances,,D231,4,264,2006,,,
266,"3232",Practitioners of natural healing,Praticiens/praticiennes des médecines douces,,D232,4,264,2006,,,
267,"3233",Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires,,D233,4,264,2006,,,
268,"3234",Paramedical occupations,Personnel ambulancier et paramédical,,D234,4,264,2006,,,
269,"3235",Other Technical Occupations in Therapy and Assessment,Autre personnel technique en thérapie et en diagnostic,,D235,4,264,2006,,,
270,"34",Assisting Occupations in Support of Health Services,Personnel de soutien des services de santé,,,2,227,2006,,,
271,"341",Assisting Occupations in Support of Health Services,Personnel de soutien des services de santé,,D31,3,270,2006,,,
272,"3411",Dental assistants,Assistants/assistantes dentaires,,D311,4,271,2006,,,
273,"3413","Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires",,D312,4,271,2006,,,
274,"3414",Other assisting occupations in support of health services,Autre personnel de soutien des services de santé,,D313,4,271,2006,,,
275,"4","Occupations in Social Science, Education, Government Service and Religion","Sciences sociales, enseignement, administration publique et religion",,,1,,2006,,,
276,"41","Professional Occupations in Social Science, Education, Government Services and Religion","Personnel professionnel des sciences sociales, de l'enseignement, de l'administration publique et de la religion",,,2,275,2006,,,
277,"411","Judges, Lawyers and Quebec Notaries","Juges, avocats/avocates (partout au Canada) et notaires (au Québec)",,E01,3,276,2006,,,
278,"4111",Judges,Juges,,E011,4,277,2006,,,
279,"4112",Lawyers and Quebec notaries,Avocats/avocates (partout au Canada) et notaires (au Québec),,E012,4,277,2006,,,
280,"412",University Professors and Assistants,Professeurs/professeures et assistants/assistantes d'enseignement au niveau universitaire et postsecondaire,,E11,3,276,2006,,,
281,"4121",University Professors,Professeurs/professeures d'université,,E111,4,280,2006,,,
282,"4122",Post-Secondary Teaching and Research Assistants,Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire,,E112,4,280,2006,,,
283,"413",College and Other Vocational Instructors,Enseignants/enseignantes au niveau collégial et dans les écoles de formation professionnelle,,E12,3,276,2006,,,
284,"4131",College and Other Vocational Instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices de programmes de perfectionnement,,E121,4,283,2006,,,
285,"414",Secondary and Elementary School Teachers and Educational Counsellors,"Enseignants/enseignantes aux niveaux secondaire, primaire et préscolaire et conseillers/conseillères d'orientation",,E13,3,276,2006,,,
286,"4141",Secondary School Teachers,Enseignants/enseignantes au niveau secondaire,,E131,4,285,2006,,,
287,"4142",Elementary School and Kindergarten Teachers,Enseignants/enseignantes aux niveaux primaire et préscolaire,,E132,4,285,2006,,,
288,"4143",Educational Counsellors,Conseillers/conseillères d'orientation et conseillers/conseillères en information scolaire et professionnelle,,E133,4,285,2006,,,
289,"415","Psychologists, Social Workers, Counsellors, Clergy and Probation Officers","Professionnels/professionnelles en psychologie, en travail social, en counselling, en religion et en probation",,E02,3,276,2006,,,
290,"4151",Psychologists,Psychologues,,E021,4,289,2006,,,
291,"4152",Social workers,Travailleurs sociaux/travailleuses sociales,,E022,4,289,2006,,,
292,"4153","Family, marriage and other related counsellors","Thérapeutes conjugaux/thérapeutes conjugales, thérapeutes familiaux/thérapeutes familiales et autres conseillers assimilés/conseillères assimilées",,E023,4,289,2006,,,
293,"4154",Professional occupations in religion,Personnel professionnel relié à la religion,,E024,4,289,2006,,,
294,"4155",Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé,,E025,4,289,2006,,,
295,"416","Policy and Program Officers, Researchers and Consultants","Agents/agentes des politiques et des programmes, recherchistes et experts-conseils/expertes-conseils",,E03,3,276,2006,,,
296,"4161","Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées",,E031,4,295,2006,,,
297,"4162",Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques",,E032,4,295,2006,,,
298,"4163",Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing",,E033,4,295,2006,,,
299,"4164","Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales",,E034,4,295,2006,,,
300,"4165","Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé",,E039,4,295,2006,,,
301,"4166","Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement",,E035,4,295,2006,,,
302,"4167","Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique",,E036,4,295,2006,,,
303,"4168",Program officers unique to government,Agents/agentes de programmes propres au gouvernement,,E037,4,295,2006,,,
304,"4169","Other professional occupations in social science, n.e.c.","Autres professionnels/professionnelles des sciences sociales, n.c.a.",,E038,4,295,2006,,,
305,"42","Paraprofessional Occupations in Law, Social Services, Education and Religion","Personnel paraprofessionnel du droit, des services sociaux, de l'enseignement et de la religion",,,2,275,2006,,,
306,"421","Paralegals, Social Services Workers and Occupations in Education and Religion, n.e.c.","Personnel paraprofessionnel du droit, des services sociaux, de l'enseignement et de la religion, n.c.a.",,E21,3,305,2006,,,
307,"4211",Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé,,E211,4,306,2006,,,
308,"4212",Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires,,E212,4,306,2006,,,
309,"4213",Employment Counsellors,Conseillers/conseillères en emploi,,E213,4,306,2006,,,
310,"4214",Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance,,E217,4,306,2006,,,
311,"4215",Instructors of persons with disabilities,Instructeurs/instructrices pour personnes ayant une déficience,,E214,4,306,2006,,,
312,"4216",Other instructors,Autres instructeurs/instructrices,,E215,4,306,2006,,,
313,"4217",Other religious occupations,Autre personnel relié à la religion,,E216,4,306,2006,,,
314,"5","Art, culture, recreation and sport occupations ","Arts, culture, sports et loisirs",,,1,,2006,,,
315,"51",Professional Occupations in Art and Culture,Personnel professionnel des arts et de la culture,,,2,314,2006,,,
316,"511","Librarians, Archivists, Conservators and Curators","Professionnels/professionnelles des bibliothèques, des archives, des musées et des galeries d'art",,F01,3,315,2006,,,
317,"5111",Librarians,Bibliothécaires,,F011,4,316,2006,,,
318,"5112",Conservators and curators,Restaurateurs/restauratrices et conservateurs/conservatrices,,F012,4,316,2006,,,
319,"5113",Archivists,Archivistes,,F013,4,316,2006,,,
320,"512","Writing, Translating and Public Relations Professionals","Professionnels/professionnelles de la rédaction, de la traduction et des relations publiques",,F02,3,315,2006,,,
321,"5121",Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines",,F021,4,320,2006,,,
322,"5122",Editors,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles",,F022,4,320,2006,,,
323,"5123",Journalists,Journalistes,,F023,4,320,2006,,,
324,"5124",Professional Occupations in Public Relations and Communications,Professionnels/professionnelles des relations publiques et des communications,,F024,4,320,2006,,,
325,"5125","Translators, terminologists and interpreters","Traducteurs/traductrices, terminologues et interprètes",,F025,4,320,2006,,,
326,"513",Creative and Performing Artists,Professionnels/professionnelles des arts plastiques et des arts de la scène,,F03,3,315,2006,,,
327,"5131","Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé",,F031,4,326,2006,,,
328,"5132","Conductors, composers and arrangers","Chefs d'orchestre, compositeurs/compositrices et arrangeurs/arrangeuses",,F032,4,326,2006,,,
329,"5133",Musicians and singers,Musiciens/musiciennes et chanteurs/chanteuses,,F033,4,326,2006,,,
330,"5134",Dancers,Danseurs/danseuses,,F034,4,326,2006,,,
331,"5135",Actors and comedians,Acteurs/actrices et comédiens/comédiennes,,F035,4,326,2006,,,
332,"5136","Painters, sculptors and other visual artists","Peintres, sculpteurs/sculpteures et autres artistes des arts visuels",,F036,4,326,2006,,,
333,"52","Technical and Skilled Occupations in Art, Culture, Recreation and Sport","Personnel technique et personnel spécialisé des arts, de la culture, des sports et des loisirs",,,2,314,2006,,,
334,"521","Technical Occupations in Libraries, Archives, Museums and Art Galleries","Personnel technique des bibliothèques, des archives, des musées et des galeries d'art",,F11,3,333,2006,,,
335,"5211",Library and public archive technicians,Techniciens/techniciennes dans les bibliothèques et les services d'archives publiques,,F111,4,334,2006,,,
